time, x1, x2, x3
78.74,11.0519,-3.54779,2.26766
78.75,11.0635,-3.4442,2.39453
78.76,11.0728,-3.3403,2.52865
78.77,11.0797,-3.23612,2.67037
78.78,11.0841,-3.13166,2.82009
78.79,11.0859,-3.02697,2.97818
78.8,11.0851,-2.92206,3.14503
78.81,11.0814,-2.81696,3.32104
78.82,11.075,-2.71171,3.5066
78.83,11.0655,-2.60632,3.70213
78.84,11.053,-2.50083,3.90801
78.85,11.0373,-2.39528,4.12465
78.86,11.0184,-2.28968,4.35243
78.87,10.996,-2.18408,4.59173
78.88,10.9702,-2.07851,4.84291
78.89,10.9407,-1.973,5.1063
78.9,10.9075,-1.8676,5.38222
78.91,10.8704,-1.76233,5.67094
78.92,10.8293,-1.65725,5.97271
78.93,10.784,-1.55239,6.28771
78.94,10.7345,-1.44779,6.61609
78.95,10.6806,-1.34351,6.9579
78.96,10.6222,-1.23957,7.31317
78.97,10.5591,-1.13604,7.6818
78.98,10.4912,-1.03295,8.06363
78.99,10.4184,-0.930361,8.45838
79,10.3406,-0.82832,8.86569
79.01,10.2577,-0.726879,9.28505
79.02,10.1694,-0.626092,9.71582
79.03,10.0758,-0.526013,10.1573
79.04,9.97678,-0.426698,10.6084
79.05,9.87218,-0.328203,11.0683
79.06,9.76196,-0.230587,11.5356
79.07,9.64606,-0.133906,12.0089
79.08,9.52444,-0.0382207,12.4868
79.09,9.39708,0.0564101,12.9674
79.1,9.26397,0.149927,13.4489
79.11,9.12511,0.242269,13.9293
79.12,8.98055,0.333378,14.4064
79.13,8.83034,0.423194,14.8778
79.14,8.67456,0.511658,15.341
79.15,8.51333,0.598713,15.7935
79.16,8.34677,0.684301,16.2327
79.17,8.17505,0.768367,16.6559
79.18,7.99835,0.850858,17.0603
79.19,7.8169,0.931721,17.4432
79.2,7.63094,1.01091,17.8019
79.21,7.44074,1.08837,18.1339
79.22,7.2466,1.16406,18.4365
79.23,7.04884,1.23794,18.7074
79.24,6.84781,1.30998,18.9444
79.25,6.64388,1.38013,19.1456
79.26,6.43743,1.44837,19.3093
79.27,6.22886,1.51466,19.434
79.28,6.01859,1.57899,19.5185
79.29,5.80705,1.64134,19.5622
79.3,5.59467,1.7017,19.5643
79.31,5.38188,1.76004,19.525
79.32,5.16911,1.81637,19.4442
79.33,4.95681,1.87069,19.3227
79.34,4.74538,1.92299,19.1614
79.35,4.53525,1.97329,18.9614
79.36,4.32682,2.0216,18.7242
79.37,4.12046,2.06792,18.4518
79.38,3.91654,2.11228,18.146
79.39,3.71541,2.15471,17.8093
79.4,3.51737,2.19522,17.444
79.41,3.32271,2.23385,17.0527
79.42,3.13172,2.27062,16.6381
79.43,2.94461,2.30557,16.203
79.44,2.76161,2.33875,15.7502
79.45,2.58289,2.37018,15.2823
79.46,2.40861,2.3999,14.8023
79.47,2.23888,2.42796,14.3128
79.48,2.07382,2.4544,13.8164
79.49,1.91349,2.47927,13.3156
79.5,1.75793,2.5026,12.8128
79.51,1.60718,2.52445,12.3102
79.52,1.46124,2.54486,11.8098
79.53,1.32008,2.56387,11.3136
79.54,1.18368,2.58153,10.8233
79.55,1.05197,2.59789,10.3404
79.56,0.924883,2.61298,9.86646
79.57,0.802347,2.62685,9.40255
79.58,0.684262,2.63955,8.94978
79.59,0.570524,2.65111,8.50903
79.6,0.46102,2.66158,8.08107
79.61,0.35563,2.67099,7.66648
79.62,0.254228,2.67938,7.26575
79.63,0.156683,2.6868,6.87922
79.64,0.0628623,2.69328,6.50714
79.65,-0.0273706,2.69884,6.14962
79.66,-0.114153,2.70354,5.80671
79.67,-0.197621,2.70739,5.47837
79.68,-0.277913,2.71042,5.16447
79.69,-0.355164,2.71268,4.86484
79.7,-0.429508,2.71418,4.57924
79.71,-0.501076,2.71495,4.30737
79.72,-0.569997,2.71503,4.04892
79.73,-0.636396,2.71442,3.80351
79.74,-0.700396,2.71316,3.57077
79.75,-0.762114,2.71127,3.35029
79.76,-0.821664,2.70877,3.14163
79.77,-0.879158,2.70568,2.94437
79.78,-0.9347,2.70202,2.75805
79.79,-0.988392,2.6978,2.58224
79.8,-1.04033,2.69305,2.41648
79.81,-1.09061,2.68777,2.26033
79.82,-1.13932,2.68199,2.11336
79.83,-1.18655,2.67572,1.97511
79.84,-1.23237,2.66897,1.84518
79.85,-1.27686,2.66175,1.72315
79.86,-1.32009,2.65408,1.60861
79.87,-1.36213,2.64597,1.50117
79.88,-1.40305,2.63743,1.40045
79.89,-1.44291,2.62846,1.3061
79.9,-1.48176,2.61909,1.21775
79.91,-1.51966,2.60931,1.13508
79.92,-1.55667,2.59913,1.05775
79.93,-1.59282,2.58857,0.985461
79.94,-1.62816,2.57763,0.917918
79.95,-1.66274,2.56632,0.854837
79.96,-1.6966,2.55465,0.795952
79.97,-1.72976,2.54261,0.741008
79.98,-1.76228,2.53022,0.689763
79.99,-1.79417,2.51749,0.641989
80,-1.82548,2.50441,0.597469
80.01,-1.85622,2.491,0.555998
80.02,-1.88643,2.47725,0.517382
80.03,-1.91612,2.46318,0.481437
80.04,-1.94533,2.44878,0.447992
80.05,-1.97406,2.43407,0.416884
80.06,-2.00235,2.41904,0.387959
80.07,-2.03021,2.4037,0.361073
80.08,-2.05765,2.38805,0.336092
80.09,-2.0847,2.3721,0.312887
80.1,-2.11136,2.35585,0.291338
80.11,-2.13765,2.3393,0.271335
80.12,-2.16357,2.32245,0.252772
80.13,-2.18915,2.30532,0.23555
80.14,-2.21439,2.28789,0.219576
80.15,-2.23931,2.27018,0.204766
80.16,-2.2639,2.25219,0.191036
80.17,-2.28817,2.23391,0.178313
80.18,-2.31214,2.21536,0.166526
80.19,-2.33581,2.19653,0.155608
80.2,-2.35919,2.17743,0.145497
80.21,-2.38227,2.15806,0.136137
80.22,-2.40507,2.13842,0.127474
80.23,-2.42759,2.11851,0.119457
80.24,-2.44983,2.09834,0.112041
80.25,-2.4718,2.07791,0.105181
80.26,-2.4935,2.05722,0.0988376
80.27,-2.51492,2.03627,0.0929726
80.28,-2.53608,2.01506,0.0875511
80.29,-2.55697,1.99361,0.0825406
80.3,-2.5776,1.9719,0.0779107
80.31,-2.59797,1.94994,0.0736333
80.32,-2.61808,1.92774,0.0696821
80.33,-2.63792,1.90529,0.066033
80.34,-2.6575,1.88261,0.0626633
80.35,-2.67683,1.85968,0.0595521
80.36,-2.69589,1.83651,0.0566799
80.37,-2.71469,1.8131,0.0540288
80.38,-2.73323,1.78947,0.0515819
80.39,-2.75151,1.7656,0.0493238
80.4,-2.76953,1.7415,0.0472401
80.41,-2.78728,1.71717,0.0453175
80.42,-2.80478,1.69262,0.0435437
80.43,-2.82201,1.66785,0.0419072
80.44,-2.83897,1.64286,0.0403976
80.45,-2.85567,1.61764,0.039005
80.46,-2.87211,1.59221,0.0377204
80.47,-2.88827,1.56657,0.0365355
80.48,-2.90417,1.54072,0.0354424
80.49,-2.91979,1.51465,0.0344341
80.5,-2.93515,1.48838,0.033504
80.51,-2.95023,1.4619,0.0326459
80.52,-2.96504,1.43522,0.0318543
80.53,-2.97957,1.40834,0.0311239
80.54,-2.99383,1.38127,0.0304499
80.55,-3.00781,1.35399,0.029828
80.56,-3.0215,1.32653,0.0292539
80.57,-3.03492,1.29887,0.028724
80.58,-3.04806,1.27102,0.0282348
80.59,-3.06091,1.24299,0.027783
80.6,-3.07347,1.21478,0.0273657
80.61,-3.08575,1.18638,0.0269803
80.62,-3.09774,1.15781,0.0266241
80.63,-3.10944,1.12906,0.0262949
80.64,-3.12084,1.10014,0.0259905
80.65,-3.13196,1.07105,0.0257091
80.66,-3.14278,1.04178,0.0254487
80.67,-3.1533,1.01236,0.0252078
80.68,-3.16353,0.982769,0.0249848
80.69,-3.17346,0.953019,0.0247783
80.7,-3.18308,0.923113,0.024587
80.71,-3.19241,0.893051,0.0244097
80.72,-3.20143,0.862837,0.0242454
80.73,-3.21015,0.832475,0.024093
80.74,-3.21856,0.801965,0.0239517
80.75,-3.22667,0.771312,0.0238205
80.76,-3.23447,0.740518,0.0236987
80.77,-3.24195,0.709586,0.0235856
80.78,-3.24913,0.678518,0.0234805
80.79,-3.25599,0.647318,0.0233828
80.8,-3.26254,0.615989,0.023292
80.81,-3.26878,0.584532,0.0232075
80.82,-3.2747,0.552952,0.023129
80.83,-3.2803,0.521251,0.0230559
80.84,-3.28558,0.489432,0.0229879
80.85,-3.29055,0.457498,0.0229246
80.86,-3.29519,0.425452,0.0228657
80.87,-3.29951,0.393297,0.0228108
80.88,-3.30351,0.361036,0.0227598
80.89,-3.30719,0.328672,0.0227124
80.9,-3.31054,0.296208,0.0226683
80.91,-3.31357,0.263647,0.0226273
80.92,-3.31627,0.230992,0.0225892
80.93,-3.31864,0.198247,0.0225538
80.94,-3.32068,0.165414,0.022521
80.95,-3.3224,0.132496,0.0224907
80.96,-3.32378,0.0994967,0.0224626
80.97,-3.32483,0.0664192,0.0224367
80.98,-3.32556,0.0332667,0.0224128
80.99,-3.32595,4.22015e-005,0.0223909
81,-3.32601,-0.033251,0.0223708
81.01,-3.32573,-0.0666099,0.0223525
81.02,-3.32512,-0.100031,0.0223358
81.03,-3.32418,-0.133511,0.0223208
81.04,-3.3229,-0.167048,0.0223073
81.05,-3.32128,-0.200636,0.0222952
81.06,-3.31933,-0.234275,0.0222846
81.07,-3.31704,-0.267959,0.0222754
81.08,-3.31442,-0.301686,0.0222674
81.09,-3.31145,-0.335453,0.0222608
81.1,-3.30815,-0.369256,0.0222554
81.11,-3.30451,-0.403092,0.0222512
81.12,-3.30054,-0.436957,0.0222482
81.13,-3.29622,-0.470849,0.0222463
81.14,-3.29156,-0.504764,0.0222455
81.15,-3.28657,-0.538699,0.0222458
81.16,-3.28123,-0.572649,0.0222472
81.17,-3.27556,-0.606613,0.0222497
81.18,-3.26955,-0.640586,0.0222532
81.19,-3.26319,-0.674565,0.0222577
81.2,-3.2565,-0.708547,0.0222632
81.21,-3.24947,-0.742528,0.0222696
81.22,-3.2421,-0.776505,0.0222771
81.23,-3.23438,-0.810475,0.0222856
81.24,-3.22633,-0.844433,0.022295
81.25,-3.21794,-0.878378,0.0223053
81.26,-3.20921,-0.912305,0.0223166
81.27,-3.20014,-0.94621,0.0223288
81.28,-3.19073,-0.980091,0.022342
81.29,-3.18099,-1.01394,0.0223561
81.3,-3.1709,-1.04777,0.0223711
81.31,-3.16048,-1.08155,0.0223871
81.32,-3.14972,-1.1153,0.0224039
81.33,-3.13862,-1.14901,0.0224217
81.34,-3.12719,-1.18267,0.0224404
81.35,-3.11542,-1.21628,0.02246
81.36,-3.10331,-1.24984,0.0224805
81.37,-3.09087,-1.28334,0.0225019
81.38,-3.07809,-1.31679,0.0225243
81.39,-3.06498,-1.35017,0.0225475
81.4,-3.05154,-1.38349,0.0225717
81.41,-3.03777,-1.41674,0.0225968
81.42,-3.02366,-1.44991,0.0226228
81.43,-3.00922,-1.48301,0.0226497
81.44,-2.99445,-1.51602,0.0226776
81.45,-2.97935,-1.54896,0.0227063
81.46,-2.96393,-1.58181,0.022736
81.47,-2.94817,-1.61456,0.0227667
81.48,-2.93209,-1.64723,0.0227982
81.49,-2.91568,-1.67979,0.0228307
81.5,-2.89895,-1.71226,0.0228642
81.51,-2.8819,-1.74462,0.0228986
81.52,-2.86452,-1.77687,0.0229339
81.53,-2.84682,-1.80902,0.0229702
81.54,-2.8288,-1.84105,0.0230075
81.55,-2.81046,-1.87296,0.0230457
81.56,-2.7918,-1.90475,0.0230849
81.57,-2.77283,-1.93641,0.0231251
81.58,-2.75353,-1.96795,0.0231662
81.59,-2.73393,-1.99935,0.0232083
81.6,-2.71401,-2.03062,0.0232515
81.61,-2.69378,-2.06175,0.0232956
81.62,-2.67324,-2.09274,0.0233407
81.63,-2.6524,-2.12359,0.0233868
81.64,-2.63124,-2.15428,0.023434
81.65,-2.60978,-2.18483,0.0234822
81.66,-2.58801,-2.21522,0.0235314
81.67,-2.56595,-2.24545,0.0235816
81.68,-2.54358,-2.27552,0.0236329
81.69,-2.52091,-2.30542,0.0236852
81.7,-2.49794,-2.33516,0.0237386
81.71,-2.47468,-2.36472,0.0237931
81.72,-2.45112,-2.39411,0.0238486
81.73,-2.42728,-2.42332,0.0239052
81.74,-2.40314,-2.45235,0.0239629
81.75,-2.37871,-2.48119,0.0240217
81.76,-2.35399,-2.50984,0.0240816
81.77,-2.32899,-2.53831,0.0241426
81.78,-2.30371,-2.56657,0.0242048
81.79,-2.27815,-2.59465,0.0242681
81.8,-2.25231,-2.62252,0.0243325
81.81,-2.22619,-2.65018,0.0243981
81.82,-2.19979,-2.67764,0.0244648
81.83,-2.17312,-2.70489,0.0245328
81.84,-2.14618,-2.73192,0.0246019
81.85,-2.11898,-2.75874,0.0246721
81.86,-2.0915,-2.78533,0.0247436
81.87,-2.06377,-2.81171,0.0248163
81.88,-2.03577,-2.83785,0.0248903
81.89,-2.00751,-2.86377,0.0249654
81.9,-1.97899,-2.88946,0.0250419
81.91,-1.95022,-2.91491,0.0251195
81.92,-1.9212,-2.94012,0.0251985
81.93,-1.89192,-2.96509,0.0252787
81.94,-1.8624,-2.98982,0.0253602
81.95,-1.83263,-3.0143,0.025443
81.96,-1.80262,-3.03853,0.0255271
81.97,-1.77237,-3.0625,0.0256126
81.98,-1.74189,-3.08622,0.0256994
81.99,-1.71116,-3.10969,0.0257876
82,-1.68021,-3.13289,0.0258771
82.01,-1.64903,-3.15582,0.025968
82.02,-1.61761,-3.17849,0.0260603
82.03,-1.58598,-3.20089,0.026154
82.04,-1.55412,-3.22301,0.0262492
82.05,-1.52204,-3.24486,0.0263457
82.06,-1.48975,-3.26643,0.0264438
82.07,-1.45724,-3.28772,0.0265433
82.08,-1.42453,-3.30873,0.0266442
82.09,-1.3916,-3.32944,0.0267467
82.1,-1.35848,-3.34987,0.0268507
82.11,-1.32514,-3.37001,0.0269562
82.12,-1.29162,-3.38986,0.0270633
82.13,-1.25789,-3.4094,0.0271719
82.14,-1.22397,-3.42865,0.0272821
82.15,-1.18986,-3.4476,0.0273939
82.16,-1.15557,-3.46624,0.0275073
82.17,-1.12109,-3.48457,0.0276223
82.18,-1.08643,-3.5026,0.027739
82.19,-1.05159,-3.52031,0.0278574
82.2,-1.01658,-3.53771,0.0279774
82.21,-0.9814,-3.55479,0.0280991
82.22,-0.94605,-3.57156,0.0282226
82.23,-0.910534,-3.588,0.0283478
82.24,-0.874858,-3.60412,0.0284747
82.25,-0.839023,-3.61991,0.0286034
82.26,-0.803033,-3.63538,0.0287339
82.27,-0.766891,-3.65051,0.0288663
82.28,-0.730601,-3.66532,0.0290004
82.29,-0.694166,-3.67979,0.0291365
82.3,-0.657589,-3.69392,0.0292744
82.31,-0.620874,-3.70771,0.0294142
82.32,-0.584024,-3.72117,0.0295559
82.33,-0.547043,-3.73428,0.0296996
82.34,-0.509934,-3.74704,0.0298452
82.35,-0.4727,-3.75946,0.0299929
82.36,-0.435346,-3.77153,0.0301425
82.37,-0.397874,-3.78326,0.0302942
82.38,-0.360288,-3.79462,0.0304479
82.39,-0.322591,-3.80564,0.0306037
82.4,-0.284788,-3.8163,0.0307616
82.41,-0.246882,-3.8266,0.0309217
82.42,-0.208876,-3.83654,0.0310839
82.43,-0.170774,-3.84612,0.0312483
82.44,-0.132579,-3.85534,0.0314149
82.45,-0.0942964,-3.86419,0.0315837
82.46,-0.0559284,-3.87268,0.0317548
82.47,-0.0174791,-3.8808,0.0319281
82.48,0.0210479,-3.88856,0.0321038
82.49,0.0596487,-3.89594,0.0322818
82.5,0.0983197,-3.90295,0.0324622
82.51,0.137057,-3.90958,0.032645
82.52,0.175857,-3.91584,0.0328302
82.53,0.214716,-3.92173,0.0330178
82.54,0.25363,-3.92723,0.0332079
82.55,0.292595,-3.93236,0.0334006
82.56,0.331608,-3.93711,0.0335957
82.57,0.370664,-3.94148,0.0337935
82.58,0.40976,-3.94546,0.0339938
82.59,0.448892,-3.94906,0.0341968
82.6,0.488057,-3.95228,0.0344024
82.61,0.527249,-3.95511,0.0346107
82.62,0.566465,-3.95756,0.0348218
82.63,0.605702,-3.95961,0.0350356
82.64,0.644956,-3.96128,0.0352521
82.65,0.684221,-3.96256,0.0354715
82.66,0.723496,-3.96345,0.0356938
82.67,0.762775,-3.96394,0.035919
82.68,0.802055,-3.96405,0.036147
82.69,0.841332,-3.96376,0.036378
82.7,0.880601,-3.96307,0.0366121
82.71,0.91986,-3.962,0.0368491
82.72,0.959103,-3.96053,0.0370892
82.73,0.998327,-3.95866,0.0373324
82.74,1.03753,-3.95639,0.0375787
82.75,1.0767,-3.95373,0.0378282
82.76,1.11584,-3.95067,0.0380809
82.77,1.15495,-3.94722,0.0383368
82.78,1.19402,-3.94336,0.0385961
82.79,1.23305,-3.93911,0.0388586
82.8,1.27202,-3.93446,0.0391245
82.81,1.31095,-3.92941,0.0393938
82.82,1.34982,-3.92396,0.0396665
82.83,1.38864,-3.91811,0.0399427
82.84,1.42739,-3.91186,0.0402223
82.85,1.46607,-3.90521,0.0405056
82.86,1.50468,-3.89816,0.0407924
82.87,1.54321,-3.89071,0.0410828
82.88,1.58167,-3.88286,0.041377
82.89,1.62004,-3.8746,0.0416748
82.9,1.65833,-3.86595,0.0419763
82.91,1.69652,-3.8569,0.0422817
82.92,1.73462,-3.84745,0.0425909
82.93,1.77262,-3.8376,0.0429039
82.94,1.81051,-3.82735,0.0432209
82.95,1.8483,-3.8167,0.0435418
82.96,1.88597,-3.80565,0.0438667
82.97,1.92353,-3.7942,0.0441956
82.98,1.96097,-3.78236,0.0445286
82.99,1.99829,-3.77011,0.0448658
83,2.03547,-3.75747,0.0452071
83.01,2.07253,-3.74443,0.0455525
83.02,2.10945,-3.731,0.0459023
83.03,2.14623,-3.71717,0.0462563
83.04,2.18287,-3.70294,0.0466146
83.05,2.21936,-3.68832,0.0469773
83.06,2.25569,-3.67331,0.0473444
83.07,2.29187,-3.6579,0.0477159
83.08,2.3279,-3.6421,0.048092
83.09,2.36375,-3.62591,0.0484725
83.1,2.39944,-3.60933,0.0488576
83.11,2.43496,-3.59236,0.0492474
83.12,2.4703,-3.575,0.0496418
83.13,2.50547,-3.55726,0.0500408
83.14,2.54045,-3.53912,0.0504446
83.15,2.57524,-3.5206,0.0508532
83.16,2.60984,-3.5017,0.0512666
83.17,2.64425,-3.48241,0.0516848
83.18,2.67845,-3.46275,0.0521079
83.19,2.71246,-3.4427,0.0525359
83.2,2.74626,-3.42227,0.0529688
83.21,2.77984,-3.40146,0.0534067
83.22,2.81322,-3.38028,0.0538497
83.23,2.84637,-3.35872,0.0542977
83.24,2.8793,-3.33678,0.0547508
83.25,2.91201,-3.31448,0.055209
83.26,2.94449,-3.2918,0.0556724
83.27,2.97673,-3.26876,0.0561409
83.28,3.00874,-3.24534,0.0566146
83.29,3.0405,-3.22156,0.0570936
83.3,3.07203,-3.19742,0.0575778
83.31,3.1033,-3.17291,0.0580674
83.32,3.13432,-3.14805,0.0585622
83.33,3.16509,-3.12282,0.0590623
83.34,3.1956,-3.09724,0.0595678
83.35,3.22584,-3.0713,0.0600787
83.36,3.25582,-3.04501,0.060595
83.37,3.28553,-3.01836,0.0611166
83.38,3.31496,-2.99137,0.0616437
83.39,3.34412,-2.96403,0.0621762
83.4,3.373,-2.93634,0.0627141
83.41,3.40159,-2.90832,0.0632574
83.42,3.4299,-2.87995,0.0638063
83.43,3.45791,-2.85124,0.0643605
83.44,3.48564,-2.82219,0.0649202
83.45,3.51306,-2.79281,0.0654854
83.46,3.54018,-2.7631,0.066056
83.47,3.567,-2.73306,0.066632
83.48,3.59351,-2.7027,0.0672134
83.49,3.61971,-2.67201,0.0678003
83.5,3.64559,-2.64099,0.0683925
83.51,3.67116,-2.60966,0.0689902
83.52,3.6964,-2.57801,0.0695931
83.53,3.72133,-2.54604,0.0702014
83.54,3.74592,-2.51377,0.070815
83.55,3.77018,-2.48118,0.0714338
83.56,3.79411,-2.44829,0.0720579
83.57,3.81771,-2.41509,0.0726871
83.58,3.84096,-2.3816,0.0733215
83.59,3.86387,-2.3478,0.073961
83.6,3.88644,-2.31371,0.0746055
83.61,3.90865,-2.27933,0.0752549
83.62,3.93052,-2.24466,0.0759093
83.63,3.95203,-2.2097,0.0765685
83.64,3.97318,-2.17446,0.0772325
83.65,3.99397,-2.13893,0.0779011
83.66,4.0144,-2.10313,0.0785744
83.67,4.03446,-2.06706,0.0792522
83.68,4.05415,-2.03071,0.0799344
83.69,4.07347,-1.9941,0.080621
83.7,4.09242,-1.95722,0.0813117
83.71,4.11099,-1.92008,0.0820066
83.72,4.12918,-1.88268,0.0827055
83.73,4.14699,-1.84503,0.0834083
83.74,4.16441,-1.80712,0.0841148
83.75,4.18145,-1.76897,0.0848249
83.76,4.1981,-1.73057,0.0855385
83.77,4.21435,-1.69193,0.0862555
83.78,4.23021,-1.65305,0.0869756
83.79,4.24567,-1.61394,0.0876987
83.8,4.26073,-1.5746,0.0884247
83.81,4.27539,-1.53503,0.0891533
83.82,4.28965,-1.49523,0.0898844
83.83,4.3035,-1.45522,0.0906179
83.84,4.31694,-1.41498,0.0913534
83.85,4.32997,-1.37454,0.0920909
83.86,4.34259,-1.33388,0.09283
83.87,4.35479,-1.29302,0.0935706
83.88,4.36658,-1.25196,0.0943125
83.89,4.37794,-1.2107,0.0950554
83.9,4.38889,-1.16925,0.095799
83.91,4.39941,-1.1276,0.0965432
83.92,4.40951,-1.08577,0.0972877
83.93,4.41918,-1.04375,0.0980322
83.94,4.42842,-1.00156,0.0987764
83.95,4.43724,-0.959194,0.09952
83.96,4.44562,-0.916655,0.100263
83.97,4.45356,-0.873949,0.101005
83.98,4.46108,-0.831081,0.101745
83.99,4.46815,-0.788054,0.102483
84,4.47479,-0.744871,0.10322
84.01,4.48098,-0.701539,0.103954
84.02,4.48674,-0.658059,0.104685
84.03,4.49205,-0.614438,0.105414
84.04,4.49692,-0.570677,0.106138
84.05,4.50134,-0.526783,0.10686
84.06,4.50532,-0.482759,0.107577
84.07,4.50884,-0.438609,0.108289
84.08,4.51192,-0.394338,0.108997
84.09,4.51455,-0.34995,0.109699
84.1,4.51673,-0.305448,0.110396
84.11,4.51845,-0.260838,0.111086
84.12,4.51972,-0.216124,0.11177
84.13,4.52054,-0.17131,0.112448
84.14,4.5209,-0.1264,0.113118
84.15,4.5208,-0.0813991,0.11378
84.16,4.52025,-0.0363112,0.114434
84.17,4.51924,0.00885916,0.11508
84.18,4.51777,0.0541076,0.115716
84.19,4.51584,0.0994295,0.116344
84.2,4.51346,0.144821,0.116961
84.21,4.51061,0.190276,0.117568
84.22,4.5073,0.235792,0.118164
84.23,4.50353,0.281364,0.118749
84.24,4.4993,0.326987,0.119322
84.25,4.4946,0.372656,0.119884
84.26,4.48944,0.418368,0.120432
84.27,4.48383,0.464117,0.120968
84.28,4.47774,0.5099,0.12149
84.29,4.4712,0.55571,0.121998
84.3,4.46419,0.601545,0.122491
84.31,4.45672,0.647399,0.12297
84.32,4.44878,0.693267,0.123433
84.33,4.44038,0.739146,0.123881
84.34,4.43152,0.78503,0.124312
84.35,4.4222,0.830915,0.124727
84.36,4.41241,0.876796,0.125125
84.37,4.40216,0.922669,0.125505
84.38,4.39144,0.968528,0.125867
84.39,4.38027,1.01437,0.12621
84.4,4.36863,1.06019,0.126535
84.41,4.35654,1.10598,0.126841
84.42,4.34398,1.15174,0.127127
84.43,4.33096,1.19747,0.127393
84.44,4.31748,1.24315,0.127639
84.45,4.30354,1.28879,0.127864
84.46,4.28915,1.33437,0.128068
84.47,4.27429,1.37991,0.12825
84.48,4.25898,1.42538,0.128411
84.49,4.24322,1.47079,0.128549
84.5,4.227,1.51612,0.128665
84.51,4.21032,1.56139,0.128758
84.52,4.1932,1.60657,0.128829
84.53,4.17562,1.65168,0.128876
84.54,4.15758,1.69669,0.1289
84.55,4.1391,1.74161,0.1289
84.56,4.12017,1.78644,0.128876
84.57,4.1008,1.83116,0.128828
84.58,4.08098,1.87578,0.128755
84.59,4.06071,1.92028,0.128658
84.6,4.04,1.96467,0.128537
84.61,4.01884,2.00894,0.128391
84.62,3.99725,2.05308,0.12822
84.63,3.97522,2.0971,0.128024
84.64,3.95275,2.14097,0.127804
84.65,3.92984,2.18471,0.127558
84.66,3.9065,2.22831,0.127288
84.67,3.88273,2.27176,0.126992
84.68,3.85853,2.31505,0.126672
84.69,3.8339,2.35818,0.126327
84.7,3.80884,2.40116,0.125957
84.71,3.78336,2.44396,0.125563
84.72,3.75745,2.4866,0.125144
84.73,3.73112,2.52906,0.124701
84.74,3.70438,2.57134,0.124234
84.75,3.67721,2.61343,0.123743
84.76,3.64963,2.65533,0.123228
84.77,3.62164,2.69704,0.12269
84.78,3.59324,2.73855,0.122128
84.79,3.56443,2.77986,0.121544
84.8,3.53521,2.82096,0.120937
84.81,3.50559,2.86185,0.120308
84.82,3.47557,2.90252,0.119657
84.83,3.44515,2.94297,0.118985
84.84,3.41433,2.98319,0.118291
84.85,3.38312,3.02318,0.117577
84.86,3.35152,3.06294,0.116843
84.87,3.31953,3.10246,0.116089
84.88,3.28715,3.14174,0.115316
84.89,3.25438,3.18077,0.114525
84.9,3.22124,3.21955,0.113715
84.91,3.18772,3.25807,0.112887
84.92,3.15382,3.29634,0.112043
84.93,3.11955,3.33434,0.111182
84.94,3.08491,3.37206,0.110305
84.95,3.04991,3.40952,0.109413
84.96,3.01454,3.4467,0.108506
84.97,2.9788,3.4836,0.107585
84.98,2.94271,3.52021,0.106651
84.99,2.90627,3.55653,0.105704
85,2.86947,3.59256,0.104745
85.01,2.83232,3.62829,0.103775
85.02,2.79483,3.66372,0.102794
85.03,2.75699,3.69884,0.101802
85.04,2.71882,3.73365,0.100802
85.05,2.68031,3.76815,0.0997925
85.06,2.64146,3.80233,0.0987752
85.07,2.60228,3.83619,0.0977506
85.08,2.56278,3.86972,0.0967194
85.09,2.52296,3.90292,0.0956822
85.1,2.48281,3.93579,0.0946399
85.11,2.44235,3.96832,0.093593
85.12,2.40157,4.00051,0.0925422
85.13,2.36049,4.03235,0.0914883
85.14,2.3191,4.06384,0.0904319
85.15,2.27741,4.09499,0.0893737
85.16,2.23541,4.12577,0.0883143
85.17,2.19313,4.1562,0.0872545
85.18,2.15055,4.18626,0.0861947
85.19,2.10768,4.21595,0.0851358
85.2,2.06453,4.24527,0.0840782
85.21,2.02109,4.27422,0.0830227
85.22,1.97738,4.30279,0.0819698
85.23,1.9334,4.33098,0.0809201
85.24,1.88914,4.35878,0.0798741
85.25,1.84463,4.3862,0.0788325
85.26,1.79985,4.41322,0.0777957
85.27,1.75481,4.43984,0.0767643
85.28,1.70951,4.46607,0.0757389
85.29,1.66397,4.4919,0.0747198
85.3,1.61818,4.51732,0.0737076
85.31,1.57215,4.54233,0.0727027
85.32,1.52588,4.56693,0.0717056
85.33,1.47938,4.59111,0.0707167
85.34,1.43265,4.61488,0.0697364
85.35,1.38569,4.63822,0.068765
85.36,1.33851,4.66115,0.067803
85.37,1.29111,4.68364,0.0668507
85.38,1.2435,4.7057,0.0659084
85.39,1.19568,4.72733,0.0649764
85.4,1.14766,4.74852,0.064055
85.41,1.09943,4.76928,0.0631445
85.42,1.05101,4.78959,0.0622451
85.43,1.0024,4.80945,0.061357
85.44,0.953596,4.82887,0.0604805
85.45,0.904611,4.84784,0.0596158
85.46,0.855448,4.86636,0.058763
85.47,0.806111,4.88441,0.0579222
85.48,0.756603,4.90201,0.0570937
85.49,0.70693,4.91915,0.0562775
85.5,0.657096,4.93583,0.0554738
85.51,0.607105,4.95204,0.0546826
85.52,0.556963,4.96778,0.053904
85.53,0.506673,4.98305,0.053138
85.54,0.456241,4.99784,0.0523847
85.55,0.40567,5.01216,0.0516441
85.56,0.354966,5.026,0.0509163
